,Character,dialogue,season,chapter
386,Arya Stark," Thank you, Nymeria. Septa Mordane says I have to do it again. ""My things weren't properly folded"", she says. Who cares how they're folded?! They're going to get all messed up anyway.",1,2
387,Jon Snow, It's good you've got help.,1,2
388,Arya Stark," Watch. Nymeria, gloves.",1,2
389,Jon Snow, Impressive.,1,2
390,Arya Stark," Shut up. Nymeria, gloves!",1,2
391,Jon Snow, I have something for you. And it has to be packed very carefully.,1,2
392,Arya Stark, A present?,1,2
393,Jon Snow, Close the door. This is no toy. Be careful you don't cut yourself.,1,2
394,Arya Stark, It's so skinny.,1,2
395,Jon Snow," So are you. I had the blacksmith make it for you special. It won't hack a man's head off, but it can poke him full of holes if you're quick enough.",1,2
396,Arya Stark, I can be quick.,1,2
397,Jon Snow, You'll have to work at it every day. How does it feel? Do you like the balance?,1,2
398,Arya Stark, I think so.,1,2
399,Jon Snow, First lesson: Stick them with the pointy end.,1,2
400,Jon Snow, First lesson: Stick them with the pointy end.,1,2
401,Arya Stark, I know which end to use.,1,2
402,Jon Snow," I'm going to miss you... Careful... All the best swords have names, you know.",1,2
403,Arya Stark, Sansa can keep her sewing needles. I've got a needle of my own.,1,2
404,Jon Snow, I came to say goodbye to Bran.,1,2
405,Catelyn Stark, You've said it.,1,2
406,Jon Snow," I wish I could be here when you wake up. I'm going north with Uncle Benjen. I'm taking the black. I know we always talked about seeing the Wall together, but you'll be able to come visit me at Castle Black when you're better. I'll know my way around by then. I'll be a sworn brother of the Night's Watch. We can go out walking beyond the Wall, if you're not afraid.",1,2
407,Catelyn Stark, I want you to leave.,1,2
408,Catelyn Stark, 17 years ago you rode off with Robert Baratheon. You came back a year later with another woman's son. And now you're leaving again.,1,2
409,Eddard Stark, I have no choice.,1,2
410,Catelyn Stark," That's what men always say when honor calls. That's what you tell your families, tell yourselves. You do have a choice. And you've made it. I can't do it, Ned. I really can't.",1,2
411,Eddard Stark, You can. You must.,1,2
412,Robb Stark, You've said goodbye to Bran? He's not going to die. I know it.,1,2
413,Jon Snow, You Starks are hard to kill.,1,2
414,Robb Stark, My mother?,1,2
415,Jon Snow, She was very kind.,1,2
416,Robb Stark," Good. Next time I see you, you'll be all in black.",1,2
417,Jon Snow, It was always my color.,1,2
418,Robb Stark," Farewell, Snow.",1,2
419,Jon Snow," And you, Stark.",1,2
420,Eddard Stark," There's great honor serving in the Night's Watch. The Starks have manned the Wall for thousands of years. And you are a Stark. You might not have my name, but you have my blood.",1,2
421,Jon Snow," Is my mother alive? Does she know about me? Where I am, where I'm going? Does she care?",1,2
422,Eddard Stark," The next time we see each other, we'll talk about your mother. I promise.",1,2
423,Robert Baratheon," Gods, this is country! I've half a mind to leave them all behind and keep going.",1,2
424,Eddard Stark, I've half a mind to go with you.,1,2
425,Robert Baratheon," What do you say, just you and me on the Kingsroad, swords at our sides, a couple of tavern wenches to warm our beds tonight.",1,2
426,Eddard Stark, You should have asked me 20 years ago.,1,2
427,Robert Baratheon," There were wars to fight, women to marry... We never had the chance to be young.",1,2
428,Eddard Stark, I recall a few chances.,1,2
429,Robert Baratheon," There was that one... Oh, what was her name? That common girl of yours? Becca? With the great big tits you could bury your face in.",1,2
430,Eddard Stark, Bessie. She was one of yours.,1,2
431,Robert Baratheon, Bessie! Thank the gods for Bessie and her tits. Yours was... Aleena? No. You told me once. Meryl? Your bastard's mother?,1,2
432,Eddard Stark, Wylla.,1,2
433,Robert Baratheon, That's it. She must have been a rare wench to make Lord Eddard Stark forget his honor. You never told me what she looked like.,1,2
434,Eddard Stark, Nor will I.,1,2
435,Robert Baratheon," We were at war. None of us knew if we were gonna go back home again. You're too hard on yourself. You always have been. I swear if I weren't your King, you'd have hit me already.",1,2
436,Eddard Stark, The worst thing about your coronation... I'll never get to hit you again.,1,2
437,Robert Baratheon," Trust me, that's not the worst thing. There was a rider in the night.",1,2
438,Eddard Stark, Daenerys Targaryen has wed some Dothraki horselord. What of it? Should we send her a wedding gift?,1,2
439,Robert Baratheon," A knife perhaps, a good sharp one, and a bold man to wield it.",1,2
440,Eddard Stark, She's little more than a child.,1,2
441,Robert Baratheon, Soon enough that child will spread her legs and start breeding.,1,2
442,Eddard Stark, Tell me we're not speaking of this.,1,2
443,Robert Baratheon," Oh, it's unspeakable to you? What her father did to your family... That was unspeakable. What Rhaegar Targaryen did to your sister... the woman I loved. I'll kill every Targaryen I get my hands on.",1,2
444,Eddard Stark," But you can't get your hands on this one, can you?",1,2
445,Robert Baratheon," This Khal Drogo, it's said he has 100,000 men in his horde.",1,2
446,Eddard Stark," Even a million Dothraki are no threat to the realm, as long as they remain on the other side of the Narrow Sea. They have no ships, Robert.",1,2
447,Robert Baratheon," There are still those in the Seven Kingdoms who call me Usurper. If the Targaryen boy crosses with a Dothraki horde at his back, the scum will join him.",1,2
448,Eddard Stark," He will not cross. And if by chance he does, we'll throw him back into the sea.",1,2
449,Robert Baratheon," There's a war coming, Ned. I don't know when, I don't know who we'll be fighting, but it's coming.",1,2
450,Benjen Stark, Sit. You'll be fed. Untie them.,1,2
451,Tyrion Lannister, Rapers. They were given a choice no doubt... Castration or the Wall. Most choose the knife. Not impressed by your new brothers? Lovely thing about the Watch... You discard your old family and get a whole new one.,1,2
452,Jon Snow, Why do you read so much?,1,2
453,Tyrion Lannister, Look at me and tell me what you see.,1,2
454,Jon Snow, Is this a trick?,1,2
455,Tyrion Lannister," What you see is a dwarf. If I'd been born a peasant they might've left me out in the woods to die. Alas, I was born a Lannister of Casterly Rock. Things are expected of me. My father was the Hand of the King for 20 years.",1,2
456,Jon Snow, Until your brother killed that King.,1,2
457,Tyrion Lannister," Yes, until my brother killed him. Life is full of these little ironies. My sister married the new King and my repulsive nephew will be King after him. I must do my part for the honor of my house, wouldn't you agree? But how? Well, my brother has his sword and I have my mind. And a mind needs books like a sword needs a whetstone. That's why I read so much. And you? What's your story, bastard?",1,2
458,Jon Snow," Ask me nicely and maybe I'll tell you, dwarf.",1,2
459,Tyrion Lannister," A bastard boy with nothing to inherit, off to join the ancient order of the Night's Watch, alongside his valiant brothers-in-arms.",1,2
460,Jon Snow, The Night's Watch protects the realm from...,1,2
461,Tyrion Lannister," Yes yes, against grumpkins and snarks and all the other monsters your wet nurse warned you about. You're a smart boy. You don't believe that nonsense... Everything's better with some wine in the belly.",1,2
462,Maester Luwin," It's time we reviewed the accounts, my lady. You'll want to know how much this royal visit has cost us.",1,2
463,Catelyn Stark, Talk to Poole about it.,1,2
464,Maester Luwin," Poole went south with Lord Stark, my lady. We need a new steward, and there are several other appointments that require our immediate attention...",1,2
465,Catelyn Stark, I don't care about appointments!,1,2
466,Robb Stark, I'll make the appointments. We'll talk about it first thing in the morning.,1,2
467,Maester Luwin," Very good, my Lord. My Lady.",1,2
468,Robb Stark, When was the last time you left this room?,1,2
469,Catelyn Stark, I have to take care of him.,1,2
470,Robb Stark," He's not going to die, mother. Maester Luwin says the most dangerous time has passed.",1,2
471,Catelyn Stark, What if he's wrong? Bran needs me.,1,2
472,Robb Stark," Rickon needs you. He's six. He doesn't know what's happening. He follows me around all day, clutching my leg, crying...",1,2
473,Catelyn Stark, Close the windows! I can't stand it! Please make them stop! (Wolf’s howling repeatedly),1,2
474,Robb Stark, Fire. You stay here. I'll come back.,1,2
475,Assassin, You're not supposed to be here. No one is supposed to be here. It's a mercy. He's dead already.,1,2
476,Catelyn Stark, No!,1,2
477,Daenerys Targaryen, Have you ever seen a dragon?,1,2
478,Irri," Dragon gone, Khaleesi.",1,2
479,Daenerys Targaryen, Everywhere? Even in the east?,1,2
480,Irri, No dragon. Brave men kill them. It is known.,1,2
481,Jhiqui, It is known.,1,2
482,Doreah, A trader from Garth told me that dragons come from the moon.,1,2
483,Daenerys Targaryen, The moon?,1,2
484,Doreah," He told me the moon was an egg, Khaleesi, that once there were two moons in the sky. But one wandered too close to the sun and it cracked from the heat. Out of it poured a thousand thousand dragons and they drank the sun's fire.",1,2
485,Irri, Moon is no egg. Moon is goddess... wife of sun. It is known.,1,2
486,Jhiqui, It is known.,1,2
487,Daenerys Targaryen, Leave me with her. Why did the trader from Garth tell you these stories?,1,2
488,Doreah," Men like to talk when they're happy. Before your brother bought me for you, it was my job to make men happy.",1,2
489,Daenerys Targaryen, How old were you?,1,2
490,Doreah, I was nine when my mother sold me to the pleasure house.,1,2
491,Daenerys Targaryen, Nine?!,1,2
492,Doreah," I did not touch a man for three years, Khaleesi. First you must learn.",1,2
493,Daenerys Targaryen, Can you teach me how to make the Khal happy?,1,2
494,Doreah, Yes.,1,2
495,Daenerys Targaryen, Will it take three years?,1,2
496,Doreah, No.,1,2
497,Benjen Stark, Welcome.,1,2
498,Catelyn Stark, What I am about to tell you must remain between us. I don't think Bran fell from that tower. I think he was thrown.,1,2
499,Maester Luwin, The boy was always sure-footed before.,1,2
500,Catelyn Stark, Someone tried to kill him twice. Why? Why murder an innocent child? Unless he saw something he wasn't meant to see.,1,2
501,Theon Greyjoy," Saw what, my lady?",1,2
502,Catelyn Stark, I don't know. But I would stake my life the Lannisters are involved. We already have reason to suspect their loyalty to the crown.,1,2
503,Rodrick Cassel," Did you notice the dagger the killer used? It's too fine a weapon for such a man. The blade is Valyrian steel, the handle dragonbone. Someone gave it to him.",1,2
504,Robb Stark, They come into our home and try to murder my brother? If it's war they want...,1,2
505,Theon Greyjoy," If it comes to that, you know I'll stand behind you.",1,2
506,Maester Luwin," What, is there going to be a battle in the Godswood? Too easily words of war become acts of war. We don't know the truth yet. Lord Stark must be told of this.",1,2
507,Catelyn Stark, I don't trust a raven to carry these words.,1,2
508,Robb Stark, I'll ride to King's Landing.,1,2
509,Catelyn Stark, No. There must always be a Stark in Winterfell. I will go myself.,1,2
510,Robb Stark," Mother, you can't.",1,2
511,Catelyn Stark, I must.,1,2
512,Rodrick Cassel, I'll send Hal with a squad of guardsmen to escort you.,1,2
513,Catelyn Stark, Too large a party attracts unwanted attention. I don't want the Lannisters to know I'm coming.,1,2
514,Rodrick Cassel, Let me accompany you at least. The Kingsroad can be a dangerous place for a woman alone.,1,2
515,Robb Stark, What about Bran?,1,2
516,Catelyn Stark, I have prayed to the Seven for more than a month. Bran's life is in their hands now.,1,2
517,Doreah," No, Khaleesi. You must look in his eyes always. Love comes in at the eyes. It is said that Irogenia of Lys could finish a man with nothing but her eyes.",1,2
518,Daenerys Targaryen, Finish a man?,1,2
519,Doreah, Kings traveled across the world for a night with Irogenia. Magisters sold their palaces. Khals burned her enemies just to have her for a few hours. They say a thousand men proposed to her and she refused them all.,1,2
520,Daenerys Targaryen," Well, she sounds like an interesting woman. I don't think that Drogo will like it with me on top.",1,2
